Ride_Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Ride_Revenue,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images,Ride Month,Ride Day,Cancellation Flag,Ride_Date_Clean
7/3/2024,8:50:00 AM,CNR1072231824,Success,CID703152,Auto,Ramamurthy Nagar,JP Nagar,56,120,NULL,NULL,No,NULL,100,Cash,7,3.5,4,#NAME?,Jul,Wed,0,7/3/2024
7/15/2024,8:32:00 AM,CNR1799581315,Canceled by Customer,CID493145,Mini,Varthur,Peenya,NULL,NULL,Change of plans,NULL,NULL,NULL,1899,NULL,0,0,0,#NAME?,Jul,Mon,1,7/15/2024
7/23/2024,6:57:00 AM,CNR9707279332,Success,CID666870,Prime Sedan,Rajarajeshwari Nagar,Hulimavu,147,55,NULL,NULL,No,NULL,833,UPI,14,3.3,3,#NAME?,Jul,Tue,0,7/23/2024
7/23/2024,12:35:00 PM,CNR2270293390,Success,CID656262,eBike,Marathahalli,Shivajinagar,133,105,NULL,NULL,No,NULL,435,UPI,3,4.1,3,#NAME?,Jul,Tue,0,7/23/2024
7/28/2024,6:54:00 AM,CNR3950192876,Driver Not Found,CID421288,Mini,Yelahanka,Malleshwaram,NULL,NULL,NULL,NULL,NULL,NULL,1703,NULL,0,0,0,#NAME?,Jul,Sun,1,7/28/2024
7/4/2024,9:00:00 PM,CNR9406709395,Success,CID139229,Auto,Ulsoor,Yeshwanthpur,196,105,NULL,NULL,No,NULL,484,UPI,5,4,3,#NAME?,Jul,Thu,0,7/4/2024
7/5/2024,10:33:00 PM,CNR8975176661,Success,CID173986,Auto,Rajarajeshwari Nagar,Sahakar Nagar,189,125,NULL,NULL,No,NULL,680,UPI,7,3.8,4,#NAME?,Jul,Fri,0,7/5/2024
7/21/2024,10:55:00 AM,CNR5071594520,Success,CID740051,Bike,KR Puram,Jayanagar,280,85,NULL,NULL,No,NULL,229,Cash,16,3.1,3,#NAME?,Jul,Sun,0,7/21/2024
7/10/2024,1:20:00 AM,CNR2377184626,Driver Not Found,CID323252,Prime Plus,Devanahalli,Banashankari,NULL,NULL,NULL,NULL,NULL,NULL,609,NULL,0,0,0,#NAME?,Jul,Wed,1,7/10/2024
7/4/2024,8:48:00 PM,CNR3575066041,Success,CID499436,Prime SUV,Shivajinagar,RT Nagar,301,105,NULL,NULL,Yes,Vehicle Breakdown,181,Credit Card,2,3.3,5,#NAME?,Jul,Thu,0,7/4/2024
7/28/2024,12:22:00 PM,CNR2930589148,Success,CID732234,eBike,Kadugodi,Ulsoor,105,140,NULL,NULL,No,NULL,717,UPI,3,4.9,3,#NAME?,Jul,Sun,0,7/28/2024
7/17/2024,1:12:00 AM,CNR7831208502,Success,CID737968,Auto,RT Nagar,Cox Town,245,135,NULL,NULL,No,NULL,262,Credit Card,12,3.5,4,#NAME?,Jul,Wed,0,7/17/2024
7/15/2024,2:41:00 AM,CNR8629694130,Canceled by Driver,CID321356,Prime SUV,Electronic City,KR Puram,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,158,NULL,0,0,0,#NAME?,Jul,Mon,1,7/15/2024
7/5/2024,11:51:00 PM,CNR8827885570,Success,CID521045,Prime SUV,Shantinagar,JP Nagar,63,95,NULL,NULL,No,NULL,231,Cash,49,4.8,3,#NAME?,Jul,Fri,0,7/5/2024
7/9/2024,1:36:00 PM,CNR1502301342,Success,CID545036,Bike,Chamarajpet,Peenya,119,100,NULL,NULL,No,NULL,246,UPI,23,3.9,3,#NAME?,Jul,Tue,0,7/9/2024
7/7/2024,10:52:00 PM,CNR1372123891,Canceled by Customer,CID348365,Prime SUV,Cox Town,Vijayanagar,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,228,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/3/2024,8:15:00 PM,CNR3907697108,Success,CID234494,Prime SUV,Bellandur,Hosur Road,70,70,NULL,NULL,No,NULL,427,Cash,1,3.5,3,#NAME?,Jul,Wed,0,7/3/2024
7/5/2024,5:47:00 PM,CNR2390405629,Success,CID686818,Mini,MG Road,Richmond Town,287,110,NULL,NULL,No,NULL,305,Cash,37,3.2,3,#NAME?,Jul,Fri,0,7/5/2024
7/19/2024,1:20:00 PM,CNR5914410116,Success,CID903819,Prime SUV,MG Road,Marathahalli,203,80,NULL,NULL,No,NULL,270,Cash,8,4.3,4,#NAME?,Jul,Fri,0,7/19/2024
7/3/2024,8:40:00 PM,CNR9545114159,Canceled by Driver,CID576096,Prime Plus,BTM Layout,Frazer Town,NULL,NULL,NULL,Customer related issue,NULL,NULL,1501,NULL,0,0,0,#NAME?,Jul,Wed,1,7/3/2024
7/21/2024,10:39:00 AM,CNR4224138624,Success,CID990844,eBike,Kadugodi,Whitefield,175,35,NULL,NULL,No,NULL,489,UPI,16,3.7,4,#NAME?,Jul,Sun,0,7/21/2024
7/14/2024,11:58:00 PM,CNR5217934339,Success,CID427019,Prime SUV,Electronic City,Majestic,224,75,NULL,NULL,No,NULL,791,UPI,21,5,4,#NAME?,Jul,Sun,0,7/14/2024
7/16/2024,7:16:00 PM,CNR6744298420,Canceled by Driver,CID339373,Auto,Hebbal,Koramangala,NULL,NULL,NULL,Customer related issue,NULL,NULL,400,NULL,0,0,0,#NAME?,Jul,Tue,1,7/16/2024
7/5/2024,8:54:00 AM,CNR7537935962,Success,CID200131,eBike,Shantinagar,Hebbal,63,100,NULL,NULL,Yes,Customer Demand,460,UPI,4,3.6,4,#NAME?,Jul,Fri,0,7/5/2024
7/26/2024,4:01:00 PM,CNR6035356524,Canceled by Driver,CID375929,Auto,Rajarajeshwari Nagar,Koramangala,NULL,NULL,NULL,Customer related issue,NULL,NULL,354,NULL,0,0,0,#NAME?,Jul,Fri,1,7/26/2024
7/20/2024,4:43:00 PM,CNR4079474864,Success,CID197349,Prime Sedan,Peenya,Varthur,140,90,NULL,NULL,No,NULL,2047,UPI,29,3,4,#NAME?,Jul,Sat,0,7/20/2024
7/24/2024,3:31:00 AM,CNR4597527178,Canceled by Driver,CID768687,Prime Plus,Ramamurthy Nagar,Ramamurthy Nagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,418,NULL,0,0,0,#NAME?,Jul,Wed,1,7/24/2024
7/19/2024,3:58:00 AM,CNR1983010766,Success,CID811508,Prime Plus,Whitefield,Indiranagar,147,50,NULL,NULL,No,NULL,2655,UPI,26,3.3,4,#NAME?,Jul,Fri,0,7/19/2024
7/2/2024,5:11:00 PM,CNR4517742155,Canceled by Driver,CID137387,Prime Plus,KR Puram,Hosur Road,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,364,NULL,0,0,0,#NAME?,Jul,Tue,1,7/2/2024
7/11/2024,8:02:00 AM,CNR4679441912,Success,CID501578,Bike,JP Nagar,Shivajinagar,224,130,NULL,NULL,No,NULL,2655,Cash,4,3.1,4,#NAME?,Jul,Thu,0,7/11/2024
7/10/2024,1:13:00 AM,CNR1076402213,Success,CID133857,Mini,Kengeri,JP Nagar,140,50,NULL,NULL,No,NULL,828,Cash,34,4.1,5,#NAME?,Jul,Wed,0,7/10/2024
7/22/2024,5:10:00 PM,CNR6208623380,Success,CID612908,eBike,Chickpet,Indiranagar,217,35,NULL,NULL,No,NULL,276,UPI,34,4.4,4,#NAME?,Jul,Mon,0,7/22/2024
7/13/2024,10:21:00 PM,CNR3629707818,Canceled by Customer,CID176370,eBike,Hulimavu,Majestic,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,2712,NULL,0,0,0,#NAME?,Jul,Sat,1,7/13/2024
7/2/2024,7:02:00 AM,CNR5856350738,Success,CID362252,Prime SUV,MG Road,Hebbal,217,115,NULL,NULL,No,NULL,379,Cash,30,4.7,4,#NAME?,Jul,Tue,0,7/2/2024
7/2/2024,2:35:00 AM,CNR2780804227,Driver Not Found,CID211065,Prime SUV,Hebbal,Vijayanagar,NULL,NULL,NULL,NULL,NULL,NULL,316,NULL,0,0,0,#NAME?,Jul,Tue,1,7/2/2024
7/14/2024,3:32:00 AM,CNR7556753006,Canceled by Customer,CID898523,Mini,Langford Town,KR Puram,NULL,NULL,AC is Not working,NULL,NULL,NULL,303,NULL,0,0,0,#NAME?,Jul,Sun,1,7/14/2024
7/13/2024,12:32:00 AM,CNR2722435581,Success,CID877036,Mini,Padmanabhanagar,Malleshwaram,98,55,NULL,NULL,Yes,Vehicle Breakdown,323,UPI,14,4.2,4,#NAME?,Jul,Sat,0,7/13/2024
7/29/2024,11:19:00 AM,CNR9290227906,Canceled by Driver,CID753312,Prime Sedan,Vijayanagar,Ramamurthy Nagar,NULL,NULL,NULL,Customer related issue,NULL,NULL,840,NULL,0,0,0,#NAME?,Jul,Mon,1,7/29/2024
7/16/2024,6:09:00 PM,CNR1347489072,Success,CID285104,eBike,Hennur,Hosur Road,273,55,NULL,NULL,No,NULL,676,UPI,8,3.6,4,#NAME?,Jul,Tue,0,7/16/2024
7/17/2024,8:57:00 PM,CNR7720291436,Success,CID133774,Prime SUV,Shantinagar,Chamarajpet,252,95,NULL,NULL,No,NULL,387,Cash,19,4.4,5,#NAME?,Jul,Wed,0,7/17/2024
7/27/2024,5:14:00 PM,CNR6838162057,Success,CID662763,Prime Plus,Ulsoor,BTM Layout,273,130,NULL,NULL,No,NULL,349,UPI,6,4.9,4,#NAME?,Jul,Sat,0,7/27/2024
7/4/2024,8:13:00 PM,CNR6166016638,Canceled by Customer,CID662385,Prime SUV,Sahakar Nagar,BTM Layout,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,743,NULL,0,0,0,#NAME?,Jul,Thu,1,7/4/2024
7/16/2024,10:17:00 AM,CNR8406580820,Success,CID649349,Auto,Banashankari,Yeshwanthpur,245,55,NULL,NULL,No,NULL,173,Cash,17,4.3,5,#NAME?,Jul,Tue,0,7/16/2024
7/29/2024,8:28:00 AM,CNR5947910660,Success,CID422131,Auto,Rajajinagar,HSR Layout,287,120,NULL,NULL,No,NULL,105,UPI,13,4.5,4,#NAME?,Jul,Mon,0,7/29/2024
7/12/2024,9:52:00 AM,CNR8113882660,Success,CID445833,Prime SUV,JP Nagar,Yeshwanthpur,42,30,NULL,NULL,No,NULL,552,Cash,5,4.5,4,#NAME?,Jul,Fri,0,7/12/2024
7/3/2024,7:09:00 AM,CNR3789535898,Canceled by Driver,CID526348,Mini,Marathahalli,Marathahalli,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,313,NULL,0,0,0,#NAME?,Jul,Wed,1,7/3/2024
7/10/2024,5:06:00 PM,CNR9181242940,Canceled by Customer,CID363462,Mini,Hebbal,Peenya,NULL,NULL,AC is Not working,NULL,NULL,NULL,424,NULL,0,0,0,#NAME?,Jul,Wed,1,7/10/2024
7/12/2024,8:10:00 PM,CNR6438361240,Success,CID552719,Auto,Richmond Town,Banashankari,308,130,NULL,NULL,No,NULL,493,UPI,7,3.8,5,#NAME?,Jul,Fri,0,7/12/2024
7/17/2024,10:08:00 AM,CNR8478583704,Canceled by Driver,CID176945,Prime SUV,Frazer Town,RT Nagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,394,NULL,0,0,0,#NAME?,Jul,Wed,1,7/17/2024
7/23/2024,8:25:00 AM,CNR5495479048,Success,CID497169,Auto,Sarjapur Road,Basavanagudi,77,100,NULL,NULL,Yes,Other Issue,2890,Cash,7,4.1,4,#NAME?,Jul,Tue,0,7/23/2024
7/10/2024,3:59:00 AM,CNR1747667235,Canceled by Driver,CID972016,Prime Sedan,Bannerghatta Road,Frazer Town,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,135,NULL,0,0,0,#NAME?,Jul,Wed,1,7/10/2024
7/25/2024,3:46:00 PM,CNR8742059228,Canceled by Driver,CID912775,eBike,Langford Town,Padmanabhanagar,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,179,NULL,0,0,0,#NAME?,Jul,Thu,1,7/25/2024
7/30/2024,12:24:00 PM,CNR2249500651,Success,CID195665,Prime SUV,Tumkur Road,Frazer Town,63,40,NULL,NULL,No,NULL,280,Cash,20,4.5,5,#NAME?,Jul,Tue,0,7/30/2024
7/29/2024,3:02:00 PM,CNR3015771885,Success,CID918718,Prime SUV,Vijayanagar,Hulimavu,77,75,NULL,NULL,No,NULL,354,Cash,24,4.6,4,#NAME?,Jul,Mon,0,7/29/2024
7/14/2024,11:05:00 AM,CNR9742204042,Success,CID292149,Prime Sedan,Shivajinagar,Yeshwanthpur,301,135,NULL,NULL,No,NULL,439,Cash,44,4.4,5,#NAME?,Jul,Sun,0,7/14/2024
7/20/2024,1:28:00 PM,CNR5414088243,Driver Not Found,CID993758,Auto,Banashankari,Nagarbhavi,NULL,NULL,NULL,NULL,NULL,NULL,645,NULL,0,0,0,#NAME?,Jul,Sat,1,7/20/2024
7/28/2024,4:28:00 PM,CNR5897488662,Success,CID352984,Auto,Bannerghatta Road,Shantinagar,189,85,NULL,NULL,No,NULL,264,Cash,4,3.6,3,#NAME?,Jul,Sun,0,7/28/2024
7/23/2024,12:13:00 AM,CNR8097977794,Success,CID789728,Auto,Kadugodi,Electronic City,119,100,NULL,NULL,No,NULL,445,Cash,15,3.9,5,#NAME?,Jul,Tue,0,7/23/2024
7/5/2024,11:19:00 AM,CNR7665734704,Success,CID921378,Prime Plus,Mysore Road,Padmanabhanagar,84,95,NULL,NULL,No,NULL,399,Cash,26,4.4,4,#NAME?,Jul,Fri,0,7/5/2024
7/20/2024,1:04:00 PM,CNR3295803854,Success,CID835843,Prime Plus,Indiranagar,Kammanahalli,112,100,NULL,NULL,No,NULL,496,UPI,33,5,5,#NAME?,Jul,Sat,0,7/20/2024
7/12/2024,6:15:00 AM,CNR1857015366,Driver Not Found,CID673441,Auto,Cox Town,Chamarajpet,NULL,NULL,NULL,NULL,NULL,NULL,872,NULL,0,0,0,#NAME?,Jul,Fri,1,7/12/2024
7/29/2024,6:54:00 PM,CNR6533526552,Canceled by Customer,CID221628,Auto,Yelahanka,Ulsoor,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,346,NULL,0,0,0,#NAME?,Jul,Mon,1,7/29/2024
7/30/2024,3:50:00 PM,CNR4196099018,Driver Not Found,CID850806,Auto,Cox Town,Peenya,NULL,NULL,NULL,NULL,NULL,NULL,387,NULL,0,0,0,#NAME?,Jul,Tue,1,7/30/2024
7/5/2024,10:10:00 PM,CNR6151870263,Driver Not Found,CID807991,Prime Plus,Shantinagar,Shantinagar,NULL,NULL,NULL,NULL,NULL,NULL,247,NULL,0,0,0,#NAME?,Jul,Fri,1,7/5/2024
7/23/2024,10:58:00 PM,CNR4877674130,Success,CID108174,Auto,RT Nagar,Rajarajeshwari Nagar,175,25,NULL,NULL,No,NULL,767,UPI,8,4.3,4,#NAME?,Jul,Tue,0,7/23/2024
7/17/2024,9:12:00 PM,CNR3535977567,Success,CID310505,Prime Sedan,Kammanahalli,Yeshwanthpur,168,25,NULL,NULL,No,NULL,203,UPI,24,4.4,3,#NAME?,Jul,Wed,0,7/17/2024
7/26/2024,7:08:00 AM,CNR9380992083,Success,CID599667,Prime Sedan,Banashankari,Koramangala,203,125,NULL,NULL,No,NULL,658,UPI,45,3.5,5,#NAME?,Jul,Fri,0,7/26/2024
7/22/2024,9:18:00 PM,CNR2409982110,Success,CID949960,Auto,RT Nagar,Hennur,252,25,NULL,NULL,No,NULL,366,Cash,8,4.1,3,#NAME?,Jul,Mon,0,7/22/2024
7/5/2024,5:50:00 AM,CNR1744423480,Canceled by Customer,CID759125,Bike,Indiranagar,Rajarajeshwari Nagar,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,229,NULL,0,0,0,#NAME?,Jul,Fri,1,7/5/2024
7/9/2024,1:51:00 AM,CNR8089487405,Success,CID921577,Prime Sedan,Ulsoor,Varthur,168,75,NULL,NULL,No,NULL,319,Cash,22,3.2,4,#NAME?,Jul,Tue,0,7/9/2024
7/7/2024,8:26:00 AM,CNR9791595498,Canceled by Customer,CID144808,Mini,Padmanabhanagar,Nagarbhavi,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,415,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/23/2024,2:50:00 PM,CNR3216137549,Success,CID605790,Prime SUV,Langford Town,Whitefield,119,90,NULL,NULL,No,NULL,775,Cash,23,4.2,3,#NAME?,Jul,Tue,0,7/23/2024
7/9/2024,2:52:00 AM,CNR7433975344,Success,CID102370,Auto,Shivajinagar,Chickpet,98,65,NULL,NULL,No,NULL,396,UPI,18,3.6,3,#NAME?,Jul,Tue,0,7/9/2024
7/16/2024,7:34:00 PM,CNR2752149819,Success,CID868307,Mini,Ulsoor,Chamarajpet,280,110,NULL,NULL,No,NULL,411,Debit Card,44,3,4,#NAME?,Jul,Tue,0,7/16/2024
7/7/2024,12:15:00 AM,CNR7450856558,Success,CID121389,Prime Sedan,Chickpet,Electronic City,266,40,NULL,NULL,No,NULL,168,Cash,31,4.9,5,#NAME?,Jul,Sun,0,7/7/2024
7/13/2024,5:26:00 AM,CNR7687168562,Canceled by Customer,CID291794,Prime Plus,RT Nagar,Hulimavu,NULL,NULL,Driver asked to cancel,NULL,NULL,NULL,499,NULL,0,0,0,#NAME?,Jul,Sat,1,7/13/2024
7/18/2024,5:08:00 PM,CNR2616039565,Canceled by Customer,CID880418,Prime Sedan,Kengeri,Peenya,NULL,NULL,Wrong Address,NULL,NULL,NULL,342,NULL,0,0,0,#NAME?,Jul,Thu,1,7/18/2024
7/16/2024,10:44:00 AM,CNR9013990430,Success,CID293024,Prime Plus,Shantinagar,Frazer Town,301,60,NULL,NULL,No,NULL,460,Cash,33,4.8,5,#NAME?,Jul,Tue,0,7/16/2024
7/25/2024,9:02:00 PM,CNR6403693064,Driver Not Found,CID119823,Auto,Hebbal,Richmond Town,NULL,NULL,NULL,NULL,NULL,NULL,812,NULL,0,0,0,#NAME?,Jul,Thu,1,7/25/2024
7/8/2024,5:08:00 AM,CNR7512638761,Canceled by Driver,CID301991,Prime Plus,Chamarajpet,Devanahalli,NULL,NULL,NULL,More than permitted people in there,NULL,NULL,651,NULL,0,0,0,#NAME?,Jul,Mon,1,7/8/2024
7/1/2024,11:47:00 AM,CNR9577062720,Success,CID192204,Prime Sedan,BTM Layout,Chamarajpet,63,40,NULL,NULL,No,NULL,217,Cash,18,3.7,4,#NAME?,Jul,Mon,0,7/1/2024
7/24/2024,10:04:00 AM,CNR3021914528,Canceled by Driver,CID308808,eBike,Padmanabhanagar,Rajarajeshwari Nagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,252,NULL,0,0,0,#NAME?,Jul,Wed,1,7/24/2024
7/3/2024,1:10:00 PM,CNR9495436958,Success,CID946290,Prime Plus,Cox Town,Shantinagar,119,105,NULL,NULL,No,NULL,790,Cash,23,3.5,4,#NAME?,Jul,Wed,0,7/3/2024
7/4/2024,7:07:00 PM,CNR6179732934,Driver Not Found,CID692565,Prime Plus,Kammanahalli,Vijayanagar,NULL,NULL,NULL,NULL,NULL,NULL,285,NULL,0,0,0,#NAME?,Jul,Thu,1,7/4/2024
7/30/2024,12:03:00 PM,CNR1525361077,Success,CID911746,Prime Sedan,Bannerghatta Road,Hulimavu,294,140,NULL,NULL,No,NULL,2509,UPI,10,4.7,4,#NAME?,Jul,Tue,0,7/30/2024
7/1/2024,3:07:00 AM,CNR1647637548,Success,CID801387,Mini,Shivajinagar,Peenya,49,75,NULL,NULL,No,NULL,615,UPI,1,4.2,5,#NAME?,Jul,Mon,0,7/1/2024
7/24/2024,6:28:00 PM,CNR4195153311,Success,CID139167,Prime Sedan,Ulsoor,Majestic,238,75,NULL,NULL,No,NULL,237,UPI,38,5,3,#NAME?,Jul,Wed,0,7/24/2024
7/10/2024,7:37:00 AM,CNR4827484325,Driver Not Found,CID854470,Bike,Peenya,Chickpet,NULL,NULL,NULL,NULL,NULL,NULL,356,NULL,0,0,0,#NAME?,Jul,Wed,1,7/10/2024
7/10/2024,9:35:00 PM,CNR8000993482,Success,CID855897,Prime SUV,Frazer Town,Ramamurthy Nagar,266,40,NULL,NULL,No,NULL,1835,Credit Card,37,3.6,5,#NAME?,Jul,Wed,0,7/10/2024
7/16/2024,1:54:00 PM,CNR2588489711,Success,CID271119,Prime Sedan,Hebbal,Bannerghatta Road,231,75,NULL,NULL,No,NULL,1065,UPI,40,3.4,4,#NAME?,Jul,Tue,0,7/16/2024
7/10/2024,8:32:00 AM,CNR5234253257,Success,CID702250,Prime SUV,Basavanagudi,Chamarajpet,77,135,NULL,NULL,No,NULL,393,UPI,22,3.3,4,#NAME?,Jul,Wed,0,7/10/2024
7/18/2024,1:15:00 AM,CNR2564639381,Canceled by Driver,CID916466,Auto,Nagarbhavi,RT Nagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,495,NULL,0,0,0,#NAME?,Jul,Thu,1,7/18/2024
7/5/2024,5:11:00 PM,CNR4011678024,Canceled by Customer,CID283251,Mini,Tumkur Road,Sarjapur Road,NULL,NULL,Driver is not moving towards pickup location,NULL,NULL,NULL,390,NULL,0,0,0,#NAME?,Jul,Fri,1,7/5/2024
7/15/2024,4:48:00 PM,CNR9128487422,Driver Not Found,CID287874,Prime SUV,RT Nagar,Hosur Road,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,0,0,0,#NAME?,Jul,Mon,1,7/15/2024
7/26/2024,9:25:00 AM,CNR5276752307,Canceled by Driver,CID893272,Prime Plus,Ulsoor,Hennur,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,752,NULL,0,0,0,#NAME?,Jul,Fri,1,7/26/2024
7/29/2024,3:41:00 AM,CNR9371669050,Success,CID686863,eBike,Cox Town,Langford Town,231,90,NULL,NULL,No,NULL,256,UPI,32,3.9,4,#NAME?,Jul,Mon,0,7/29/2024
7/5/2024,4:08:00 PM,CNR4457088806,Success,CID263437,Mini,Chickpet,Electronic City,42,40,NULL,NULL,No,NULL,309,Cash,24,4,4,#NAME?,Jul,Fri,0,7/5/2024
7/4/2024,10:11:00 PM,CNR4354062360,Canceled by Driver,CID505113,Mini,RT Nagar,Peenya,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,782,NULL,0,0,0,#NAME?,Jul,Thu,1,7/4/2024
7/8/2024,4:35:00 PM,CNR6491123218,Canceled by Driver,CID987117,Prime Sedan,Varthur,Indiranagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,208,NULL,0,0,0,#NAME?,Jul,Mon,1,7/8/2024
7/3/2024,3:58:00 AM,CNR8467747572,Canceled by Customer,CID359528,Mini,Mysore Road,Mysore Road,NULL,NULL,AC is Not working,NULL,NULL,NULL,567,NULL,0,0,0,#NAME?,Jul,Wed,1,7/3/2024
7/26/2024,9:54:00 PM,CNR6809456544,Success,CID360773,Auto,Tumkur Road,Padmanabhanagar,84,125,NULL,NULL,No,NULL,228,Cash,13,3.7,5,#NAME?,Jul,Fri,0,7/26/2024
7/20/2024,3:56:00 AM,CNR1862612151,Success,CID847056,Prime Sedan,Kengeri,Mysore Road,301,60,NULL,NULL,No,NULL,364,Credit Card,5,4,5,#NAME?,Jul,Sat,0,7/20/2024
7/4/2024,4:33:00 AM,CNR3686926291,Success,CID868427,eBike,Ramamurthy Nagar,MG Road,56,45,NULL,NULL,No,NULL,2944,Cash,3,4.6,5,#NAME?,Jul,Thu,0,7/4/2024
7/14/2024,10:04:00 AM,CNR5872044172,Success,CID808072,Prime Plus,Kengeri,Whitefield,77,80,NULL,NULL,No,NULL,412,Cash,9,4.8,4,#NAME?,Jul,Sun,0,7/14/2024
7/15/2024,7:52:00 AM,CNR8328108729,Success,CID812644,Mini,Peenya,Basavanagudi,35,90,NULL,NULL,No,NULL,216,Cash,17,4.5,3,#NAME?,Jul,Mon,0,7/15/2024
7/1/2024,2:13:00 AM,CNR5988079650,Driver Not Found,CID360385,Prime Plus,JP Nagar,Ulsoor,NULL,NULL,NULL,NULL,NULL,NULL,2143,NULL,0,0,0,#NAME?,Jul,Mon,1,7/1/2024
7/7/2024,4:55:00 AM,CNR3276138022,Canceled by Driver,CID924057,Prime Sedan,Magadi Road,Yeshwanthpur,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,172,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/11/2024,5:35:00 PM,CNR3958098786,Success,CID685088,Prime Plus,Kadugodi,Sahakar Nagar,119,130,NULL,NULL,No,NULL,2429,Cash,33,3.9,3,#NAME?,Jul,Thu,0,7/11/2024
7/4/2024,6:01:00 PM,CNR1816364514,Success,CID953810,Auto,Varthur,Marathahalli,91,30,NULL,NULL,No,NULL,809,UPI,1,3.9,3,#NAME?,Jul,Thu,0,7/4/2024
7/11/2024,9:55:00 AM,CNR2849784490,Success,CID760035,Auto,Ulsoor,Rajarajeshwari Nagar,210,85,NULL,NULL,No,NULL,451,UPI,4,3.2,4,#NAME?,Jul,Thu,0,7/11/2024
7/3/2024,8:03:00 PM,CNR6972748438,Success,CID554381,Prime SUV,Vijayanagar,Majestic,280,50,NULL,NULL,No,NULL,133,UPI,21,4.1,5,#NAME?,Jul,Wed,0,7/3/2024
7/9/2024,9:04:00 AM,CNR1791648324,Canceled by Driver,CID663767,Prime Sedan,Koramangala,Rajajinagar,NULL,NULL,NULL,Personal & Car related issue,NULL,NULL,367,NULL,0,0,0,#NAME?,Jul,Tue,1,7/9/2024
7/10/2024,8:01:00 PM,CNR7103761124,Driver Not Found,CID674742,Bike,Rajajinagar,JP Nagar,NULL,NULL,NULL,NULL,NULL,NULL,742,NULL,0,0,0,#NAME?,Jul,Wed,1,7/10/2024
7/3/2024,11:05:00 PM,CNR6585703917,Success,CID397507,Auto,HSR Layout,Indiranagar,280,105,NULL,NULL,Yes,Customer Demand,489,Cash,2,4.8,4,#NAME?,Jul,Wed,0,7/3/2024
7/21/2024,9:59:00 AM,CNR3296240325,Success,CID133645,eBike,Whitefield,Hennur,182,100,NULL,NULL,No,NULL,506,Cash,31,3.6,5,#NAME?,Jul,Sun,0,7/21/2024
7/14/2024,3:57:00 AM,CNR8223523166,Driver Not Found,CID437999,Bike,Whitefield,Mysore Road,NULL,NULL,NULL,NULL,NULL,NULL,601,NULL,0,0,0,#NAME?,Jul,Sun,1,7/14/2024
7/1/2024,6:47:00 AM,CNR9735660911,Success,CID838803,Prime SUV,Bannerghatta Road,Yelahanka,217,115,NULL,NULL,No,NULL,379,UPI,27,3.4,4,#NAME?,Jul,Mon,0,7/1/2024
7/7/2024,10:18:00 PM,CNR4329982789,Canceled by Customer,CID588544,Bike,Varthur,Ulsoor,NULL,NULL,AC is Not working,NULL,NULL,NULL,241,NULL,0,0,0,#NAME?,Jul,Sun,1,7/7/2024
7/15/2024,10:30:00 PM,CNR9701922914,Driver Not Found,CID146349,eBike,Padmanabhanagar,Ulsoor,NULL,NULL,NULL,NULL,NULL,NULL,204,NULL,0,0,0,#NAME?,Jul,Mon,1,7/15/2024
7/24/2024,9:04:00 PM,CNR3324553934,Canceled by Driver,CID938083,Bike,Jayanagar,Chickpet,NULL,NULL,NULL,Customer was coughing/sick,NULL,NULL,482,NULL,0,0,0,#NAME?,Jul,Wed,1,7/24/2024
7/27/2024,12:50:00 PM,CNR3591025608,Success,CID333175,Bike,Malleshwaram,Kadugodi,203,85,NULL,NULL,No,NULL,577,Cash,17,3.4,4,#NAME?,Jul,Sat,0,7/27/2024
7/20/2024,4:55:00 PM,CNR7301600524,Canceled by Customer,CID294615,Auto,KR Puram,Hebbal,NULL,NULL,AC is Not working,NULL,NULL,NULL,892,NULL,0,0,0,#NAME?,Jul,Sat,1,7/20/2024
